客户号,客户姓名,证件号码,年龄,性别,婚姻状态,教育程度,职业类别,户籍,居住类型,车辆情况,保险缴纳,工作年限,个人年收入,信贷情况
0000999993813088,慕静时,322134****02020025,25,男,已婚,硕士及以上,国有企业,江苏,租房,无,有,0,22282,现在没有贷款
0000999993813099,项庞涣,318268****01043880,27,女,未婚,硕士及以上,其他企业,上海,自购房,有,有,2,22282,现在没有贷款
0000999993813102,印投僭,331528****09116924,36,男,未婚,本科,外资企业,浙江,自购房,有,有,13,22282,现在没有贷款
0000999993813113,丰乘吮,358525****09130134,29,男,未婚,大专,私营企业,福建,租房,无,无,9,22297,现在没有贷款
0000999993813124,潘灸萌,312778****05100052,29,男,已婚,大专,私营企业,上海,租房,无,无,9,22297,现在没有贷款
0000999993813135,司掳诹,110323****10058143,32,女,未婚,本科,个体户,北京,自购房,有,有,9,22297,现在没有贷款
0000999993813146,时捶倘,625312****01083810,21,男,未婚,大专,其他企业,甘肃,租房,无,无,1,22297,现在没有贷款
0000999993813157,江咆颜,211383****03185136,36,男,离异,硕士及以上,私营企业,辽宁,租房,无,有,11,22297,正在偿还
0000999993813168,居掏煤,519637****04127989,36,女,未婚,本科,私营企业,四川,自购房,有,有,13,22297,正常还款
0000999993813179,邬员迪,361007****06112593,37,男,未婚,硕士及以上,私营企业,江西,租房,无,有,12,22297,正在偿还
0000999993813180,惠浩艺,541101****05073732,60,女,已婚,本科,私营企业,北京,自购房,有,有,37,22297,现在没有贷款
0000999993813191,蓟趴柿,410058****02012679,45,男,已婚,大专,外资企业,河南,租房,无,无,25,22297,正在偿还
0000999993813204,汤稍逗,374518****12280491,30,女,离异,本科,私营企业,山东,租房,无,有,7,22319,现在没有贷款
0000999993813215,荣奖章,140285****04263706,30,女,已婚,高中,私营企业,山西,租房,无,无,12,22319,现在没有贷款
0000999993813226,蓬诠鞘,112785****03063720,30,男,已婚,初中及以下,私营企业,北京,自购房,有,有,16,22319,现在没有贷款
0000999993813237,谭捍慷,157078****09133623,32,女,已婚,本科,私营企业,内蒙古,自购房,有,有,9,22319,现在没有贷款
0000999993813248,尹救仲,356795****12192272,34,男,未婚,初中及以下,私营企业,福建,租房,无,无,12,22319,现在没有贷款
0000999993813259,习毙啥,129585****09199859,34,男,已婚,初中及以下,个体户,天津,自购房,有,有,18,22599,现在没有贷款
0000999993813260,彭缕蚊,515509****09167381,38,女,未婚,高中,私营企业,四川,租房,无,无,20,22599,现在没有贷款
0000999993813271,诸山坑,226771****09132750,38,男,已婚,高中,私营企业,吉林,租房,无,无,20,22599,现在没有贷款
0000999993813282,瞿咽孙,132080****05182517,38,男,已婚,大专,国有企业,河北,租房,无,无,18,22599,正在偿还
0000999993813293,奚反吓,364782****04113457,50,男,已婚,高中,外资企业,江西,租房,无,无,32,22599,正常还款
0000999993813306,汪霖勤,445511****03248122,65,女,已婚,本科,私营企业,广东,租房,无,无,42,22599,正在偿还
0000999993813317,温坡秤,652423****12258301,27,男,未婚,硕士及以上,私营企业,北京,租房,无,无,2,22599,现在没有贷款
0000999993813328,郭甘邪,525119****12116194,45,女,已婚,本科,私营企业,上海,自购房,有,有,22,22599,正在偿还
0000999993813339,丁找赂,446783****04053294,50,男,离异,大专,外资企业,广东,租房,无,无,30,22599,正在偿还
0000999993813340,习角善,321879****01315494,27,女,未婚,硕士及以上,外资企业,江苏,自购房,有,有,2,22857,正常还款
0000999993813351,容木褐,524138****11204339,28,男,未婚,本科,国有企业,上海,租房,无,有,5,22857,正在偿还
0000999993813362,白趟鼐,510053****09069057,28,男,已婚,本科,私营企业,四川,租房,无,有,5,22857,现在没有贷款
0000999993813373,巫恃姓,157459****06068365,30,男,未婚,本科,个体户,内蒙古,租房,无,有,7,22857,现在没有贷款
0000999993813384,金辖嘉,312439****08104142,28,男,已婚,本科,个体户,上海,租房,无,有,5,22857,现在没有贷款
0000999993813395,韶僚僦,122552****08212301,29,男,未婚,硕士及以上,私营企业,天津,自购房,有,有,4,22975,现在没有贷款
0000999993813408,谭惩顺,640934****09083140,29,女,未婚,硕士及以上,私营企业,宁夏,自购房,有,有,4,22975,现在没有贷款
0000999993813419,匡酒檬,535667****05014286,30,男,未婚,本科,私营企业,上海,租房,无,有,7,22975,现在没有贷款
0000999993813420,于虏诿,541290****07124764,30,女,未婚,本科,私营企业,北京,租房,无,有,7,22975,现在没有贷款
0000999993813431,成翠倘,548095****12175943,21,男,未婚,本科,其他企业,北京,租房,无,有,0,22975,现在没有贷款
0000999993813442,苏咆炎,213557****04038246,26,女,已婚,本科,外资企业,辽宁,租房,无,有,3,22975,现在没有贷款
0000999993813453,历滔眉,631703****08045947,32,男,已婚,本科,外资企业,青海,租房,无,有,9,22975,现在没有贷款
0000999993813464,沙员迪,330206****12251563,42,男,已婚,硕士及以上,其他企业,浙江,租房,无,有,17,22975,正常还款
0000999993813475,毛浩易,118231****10224569,25,男,未婚,本科,外资企业,北京,租房,无,有,2,22975,正在偿还
0000999993813486,杨橇堂,503094****07041884,46,女,已婚,本科,私营企业,重庆,自购房,有,有,23,23000,现在没有贷款
0000999993813497,卓酥讣,124786****10067162,59,男,已婚,本科,私营企业,天津,自购房,有,有,36,23000,正在偿还
0000999993813500,姚江漳,615980****04136877,30,男,未婚,本科,个体户,陕西,租房,无,有,7,23000,正在偿还
0000999993813511,季军翘,156611****01288804,30,男,未婚,本科,私营企业,内蒙古,租房,无,有,7,23000,正常还款
0000999993813522,钮腊拓,337103****10081955,26,女,离异,初中及以下,私营企业,浙江,租房,无,无,16,23000,正在偿还
0000999993813533,相刃娇,144654****11143119,30,男,已婚,大专,私营企业,山西,自购房,有,有,10,23000,现在没有贷款
0000999993813544,梁洗耙,137536****10023655,28,女,未婚,高中,外资企业,河北,租房,无,无,10,23000,现在没有贷款
0000999993813555,詹渡呜,213251****04113122,18,男,未婚,初中及以下,私营企业,辽宁,租房,无,无,17,23000,现在没有贷款
0000999993813566,李缆颇,629409****08136343,28,女,已婚,高中,私营企业,甘肃,租房,无,无,10,23000,现在没有贷款
0000999993813577,纪抛孙,363985****05209382,36,男,离异,高中,私营企业,江西,租房,无,无,18,23149,现在没有贷款
0000999993813588,国反吓,314520****12092754,55,男,未婚,初中及以下,个体户,上海,租房,无,无,11,23149,现在没有贷款
0000999993813599,吴邻潜,321813****04253372,25,男,已婚,硕士及以上,其他企业,江苏,租房,无,有,0,23149,正在偿还
0000999993813601,乌颇痴,420165****11021922,25,男,未婚,本科,个体户,湖北,租房,无,有,2,23149,现在没有贷款
0000999993813612,奚柑也,540884****07255632,28,女,未婚,硕士及以上,私营企业,北京,租房,无,有,3,23149,现在没有贷款
0000999993813623,简自暮,314375****08191531,30,男,未婚,本科,私营企业,上海,租房,无,有,7,23149,正在偿还
0000999993813634,姜缴善,376713****09129494,37,女,已婚,本科,私营企业,山东,租房,无,有,14,23149,正常还款
0000999993813645,仰睦褐,214600****08100782,71,男,已婚,本科,私营企业,辽宁,租房,无,有,48,23149,正在偿还
0000999993813656,冷掏乩,118721****12142258,31,女,未婚,本科,个体户,北京,租房,无,有,8,23149,现在没有贷款
0000999993813667,熊视凶,159783****02220055,28,男,未婚,初中及以下,其他企业,内蒙古,租房,无,无,17,23350,正在偿还
0000999993813678,古峡嘉,530457****03036601,31,男,未婚,本科,私营企业,上海,租房,无,有,8,23350,现在没有贷款
0000999993813689,于僚僦,318488****11019316,21,女,已婚,大专,外资企业,上海,租房,无,无,1,23350,正在偿还
0000999993813690,何惩顺,549218****06038297,28,男,未婚,初中及以下,私营企业,广东,租房,无,无,11,23350,正在偿还
0000999993813703,刘拿辛,159603****03031982,29,女,未婚,大专,私营企业,内蒙古,租房,无,无,9,23350,正常还款
0000999993813714,鲁斯乱,332329****02039304,26,男,未婚,本科,国有企业,浙江,租房,无,无,3,23359,正在偿还
0000999993813725,崔忧春,155857****05183132,30,女,已婚,大专,外资企业,内蒙古,自购房,有,有,10,23359,现在没有贷款
0000999993813736,燕贡蚜,322879****01037407,31,男,未婚,大专,外资企业,江苏,租房,无,无,11,23359,没有贷款记录
0000999993813747,敖脑韶,508955****03132201,32,男,未婚,大专,其他企业,重庆,租房,无,无,12,23359,没有贷款记录
0000999993813758,安世费,239201****10050401,31,男,未婚,本科,私营企业,黑龙江,租房,无,有,8,23359,没有贷款记录
0000999993813769,牛进仔,234770****12185104,40,女,未婚,高中,私营企业,黑龙江,租房,无,无,22,23375,没有贷款记录
0000999993813770,巩橇堂,518351****09046454,41,男,未婚,本科,外资企业,四川,自购房,有,有,18,23375,没有贷款记录
0000999993813781,宣素芙,158081****04214090,25,男,未婚,本科,私营企业,内蒙古,租房,无,有,2,23375,没有贷款记录
0000999993813792,钱香阳,358108****01213637,29,女,未婚,大专,私营企业,福建,自购房,有,有,9,23375,没有贷款记录
0000999993813805,邹军翘,523320****04295983,31,女,未婚,本科,其他企业,贵州,租房,无,有,8,23375,没有贷款记录
0000999993813816,顾腊腾,368897****02129879,31,女,未婚,本科,私营企业,江西,自购房,有,有,8,23375,没有贷款记录
0000999993813827,姬纫纠,534564****02134311,30,女,已婚,本科,外资企业,贵州,租房,无,有,7,23375,没有贷款记录
0000999993813838,魏洗耙,648152****05096734,42,女,已婚,高中,私营企业,宁夏,租房,无,无,24,23375,没有贷款记录
0000999993813849,田渡乌,450788****04091729,30,女,未婚,本科,个体户,广西,租房,无,有,7,23375,没有贷款记录
0000999993813850,米滥破,424704****01152379,31,女,已婚,硕士及以上,私营企业,湖北,自购房,有,有,6,23420,没有贷款记录
0000999993813861,张刨部,526580****01189543,31,男,已婚,初中及以下,私营企业,贵州,租房,无,无,17,23420,没有贷款记录
0000999993813872,束范锨,344517****10225091,55,女,已婚,本科,个体户,安徽,租房,无,有,32,23420,没有贷款记录
0000999993813883,通茸衷,656450****04254284,23,男,已婚,初中及以下,个体户,广东,租房,无,无,21,23420,现在没有贷款
0000999993813894,吴安枪,356870****03301501,25,男,已婚,硕士及以上,私营企业,福建,租房,无,有,0,23420,现在没有贷款
0000999993813907,梅侔何,622510****04287457,25,男,未婚,本科,私营企业,甘肃,自购房,有,有,2,23420,现在没有贷款
0000999993813918,鄂颗字,159009****07298819,29,男,未婚,初中及以下,私营企业,内蒙古,自购房,有,有,11,23420,现在没有贷款
0000999993813929,习删侠,238312****11150959,35,女,未婚,本科,私营企业,黑龙江,自购房,有,有,12,23420,现在没有贷款
0000999993813930,危我赵,344636****06034308,34,男,已婚,初中及以下,个体户,安徽,租房,无,无,27,23420,现在没有贷款
0000999993813941,聂磊乩,371931****05293309,47,女,未婚,初中及以下,个体户,山东,租房,无,无,45,23460,现在没有贷款
0000999993813952,施收凶,329849****03243141,50,男,未婚,硕士及以上,私营企业,江苏,租房,无,有,25,23460,现在没有贷款
0000999993813963,伊峡夹,505301****06066751,58,男,未婚,高中,私营企业,重庆,租房,无,无,40,23460,现在没有贷款
0000999993813974,史燎儇,343283****06097598,27,男,未婚,硕士及以上,私营企业,安徽,租房,无,有,2,23460,现在没有贷款
0000999993813985,黄诚说,544137****09129885,31,男,未婚,本科,国有企业,广东,自购房,有,有,8,23460,现在没有贷款
0000999993813996,高呐忻,337161****03245880,58,男,未婚,硕士及以上,其他企业,浙江,租房,无,有,33,23460,现在没有贷款
0000999993814004,陈嘶乱,458797****11212649,68,女,已婚,本科,私营企业,广西,自购房,有,有,45,23460,现在没有贷款
0000999993814015,余由醇,238978****08037225,29,女,未婚,大专,外资企业,黑龙江,租房,无,无,9,23460,现在没有贷款
0000999993814026,井怀幽,218018****04177376,29,男,未婚,大专,私营企业,辽宁,租房,无,无,9,23460,现在没有贷款
0000999993814037,缪浦粟,544047****05061238,29,男,未婚,大专,私营企业,广东,租房,无,无,9,23476,现在没有贷款
0000999993814048,彭事费,508327****06287255,46,女,已婚,本科,个体户,重庆,租房,无,有,23,23476,现在没有贷款
0000999993814059,靳进仔,619597****08285588,48,男,未婚,大专,私营企业,陕西,自购房,有,有,28,23476,现在没有贷款
0000999993814060,金途俳,539464****02041467,31,男,未婚,本科,个体户,上海,自购房,有,有,8,23476,现在没有贷款
0000999993814071,白盏送,543730****05133967,31,男,未婚,本科,私营企业,广东,自购房,有,有,8,23476,现在没有贷款
0000999993814082,曲平香,363633****12247919,35,女,未婚,初中及以下,私营企业,江西,租房,无,无,15,23476,现在没有贷款
0000999993814093,艾伦晓,615581****02184175,37,男,未婚,硕士及以上,私营企业,陕西,自购房,有,有,12,23476,现在没有贷款
0000999993814106,成鸵以,414512****04215749,58,男,未婚,本科,私营企业,河南,租房,无,有,35,23476,现在没有贷款
0000999993814117,荀鸭就,504530****01150388,25,女,未婚,大专,个体户,重庆,租房,无,无,5,23476,现在没有贷款
0000999993814128,孔李罢,134301****02232447,27,女,未婚,初中及以下,个体户,河北,租房,无,无,17,23499,现在没有贷款
0000999993814139,傅渭岳,311660****07035499,41,女,未婚,高中,外资企业,上海,租房,无,无,23,23499,正在偿还
0000999993814140,扶佑拦,649630****03064759,59,女,未婚,大专,国有企业,宁夏,租房,无,无,39,23499,正在偿还
0000999993814151,舒虐戳,153651****08167590,71,女,已婚,大专,国有企业,内蒙古,租房,无,无,50,23499,正在偿还
0000999993814162,马垢焉,441270****06124945,29,女,未婚,高中,外资企业,广东,租房,无,无,11,23499,正在偿还
0000999993814173,贝首忠,541042****05092648,22,男,未婚,高中,私营企业,广东,租房,无,无,4,23499,正在偿还
0000999993814184,李淹腔,231278****07303015,18,男,未婚,初中及以下,私营企业,黑龙江,租房,无,无,15,23499,正在偿还
0000999993814195,彭侔何,311621****05303958,23,男,未婚,高中,私营企业,上海,租房,无,无,5,23499,正在偿还
